response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int
1,-1,1,0,2.0,7,-1,0.9788577397912105,0.02114226020882168
1,1,1,1,2.0,7,2,0.9768928464557225,0.02310715354420203
0,1,-1,1,,7,2,0.9784925444639576,0.021507455535983672
1,-1,2,0,-10.0,7,-1,0.9755832271941515,0.02441677280580131
0,1,-1,2,,7,3,0.9706307474746049,0.029369252525395725
0,-1,-1,0,,7,-1,0.958234884005457,0.04176511599459878
0,-1,1,0,1.0,7,-1,0.9502878095571643,0.04971219044276805
0,-1,-1,1,,7,0,0.9578059859194796,0.042194014080442495
1,-1,2,0,-10.0,7,-1,0.9697406581226667,0.030259341877293323
0,1,-1,2,,7,3,0.9780378295419253,0.021962170458017877
1,-1,1,0,-1.0,7,-1,0.9808631117817188,0.0191368882183789
0,1,-1,1,,7,2,0.9795526178712948,0.020447382128763143
0,-1,-1,0,,7,-1,0.9734865980512925,0.026513401948805915
0,-1,-1,0,,7,-1,0.9711820028198795,0.028817997180044578
1,-1,2,0,-10.0,7,-1,0.9725810466172683,0.027418953382659244
1,1,1,2,2.0,7,3,0.9719594030581604,0.028040596941728647
1,1,1,1,-2.0,7,2,0.9750321068424546,0.02496789315754894
0,1,-1,1,,7,2,0.9818762031302909,0.018123796869700788
1,-1,1,0,1.0,7,-1,0.9841028057086263,0.01589719429133861
1,1,2,1,10.0,7,2,0.9827649041426936,0.017235095857403196
1,1,1,2,-3.0,7,3,0.9838065096639034,0.01619349033614259
0,1,1,1,3.0,7,2,0.98827569290338,0.011724307096637012
1,-1,1,1,0.0,7,0,0.9870485977390036,0.012951402260985638
0,1,-1,1,,7,2,0.9824981180986747,0.01750188190128628
1,-1,1,0,0.0,7,-1,0.9724722724730085,0.02752772752689228
0,1,-1,1,,7,2,0.9522297069594112,0.04777029304050499
0,-1,-1,0,,7,-1,0.9121974468100804,0.08780255318988854
0,-1,-1,0,,7,-1,0.8798490192460419,0.1201509807540445
0,-1,-1,0,,7,-1,0.8543733178389312,0.14562668216115623
1,-1,1,0,2.0,7,-1,0.8351315633117006,0.16486843668835954
0,1,-1,1,,7,2,0.7907005368411798,0.20929946315874048
1,-1,2,0,-10.0,7,-1,0.7000682232196058,0.29993177678035793
0,1,-1,2,,7,3,0.5672330674510381,0.4327669325490698
0,-1,1,0,-1.0,7,-1,0.30478873477187096,0.6952112652280444
0,-1,-1,1,,7,0,0.19896796743777115,0.801032032562218
0,-1,1,0,0.0,7,-1,0.10650474378078838,0.8934952562191869
0,-1,1,1,1.0,7,0,0.06985496212075655,0.930145037879294
0,-1,1,1,-1.0,7,0,0.05731223178901262,0.9426877682108865
0,-1,1,1,2.0,7,0,0.05802560934370726,0.941974390656278
1,-1,2,1,10.0,7,0,0.07261225064278606,0.9273877493573
0,1,-1,2,,7,3,0.07778460568122375,0.9222153943188057
0,-1,1,0,-2.0,7,-1,0.06877825065170416,0.9312217493482545
0,-1,1,1,-3.0,7,0,0.07361890960026868,0.9263810903998031
0,-1,1,1,-2.0,7,0,0.09649432435684867,0.9035056756430397
0,-1,-1,1,,7,0,0.15719443101739827,0.8428055689826986
1,-1,2,0,-10.0,7,-1,0.22629076002151532,0.773709239978394
0,1,1,2,0.0,7,3,0.27060032229980285,0.7293996777002681
1,-1,1,1,-1.0,7,0,0.2746580199084617,0.7253419800915372
1,1,-1,1,,7,2,0.2568415920530138,0.7431584079469441
1,1,1,0,2.0,7,1,0.2652800209968859,0.7347199790030738
1,1,2,1,-10.0,7,2,0.27714663775180304,0.7228533622480846
0,1,1,2,1.0,7,3,0.28886677039042197,0.7111332296096389
0,-1,1,1,0.0,7,0,0.26676996255411173,0.7332300374459503
0,-1,-1,1,,7,0,0.27193060191088986,0.7280693980891367
0,-1,-1,0,,7,-1,0.28045067520218286,0.7195493247977741
0,-1,1,0,-3.0,7,-1,0.29254381526071077,0.7074561847391931
0,-1,-1,1,,7,0,0.3419590042994762,0.6580409957004998
0,-1,2,0,10.0,7,-1,0.39957842918988523,0.6004215708101147
1,-1,1,2,0.0,7,1,0.646277831890822,0.35372216810914947
0,1,-1,1,,7,2,0.7713487049744435,0.22865129502546128
1,-1,-1,0,,7,-1,0.8339387048435813,0.1660612951564753
0,1,1,0,-1.0,7,1,0.851604129612767,0.1483958703871211
0,-1,-1,1,,7,0,0.8448237473863903,0.1551762526135379
0,-1,-1,0,,7,-1,0.8431025042036717,0.15689749579640577
0,-1,-1,0,,7,-1,0.8463972415087305,0.15360275849122992
0,-1,1,0,0.0,7,-1,0.85479057174426,0.14520942825578004
1,-1,1,1,-2.0,7,0,0.8945240067766599,0.10547599322339989
1,1,2,1,-10.0,7,2,0.9126230077508342,0.08737699224909551
0,1,-1,2,,7,3,0.9332721452283426,0.06672785477174233
1,-1,-1,0,,7,-1,0.9411766421355945,0.058823357864404686
0,1,-1,0,,7,1,0.934165000707693,0.0658349992923278
0,-1,-1,0,,7,-1,0.914927454381269,0.085072545618808
0,-1,-1,0,,7,-1,0.9011086011483846,0.09889139885151732
1,-1,2,0,10.0,7,-1,0.8923619462481075,0.10763805375179782
1,1,1,2,0.0,7,3,0.8762794637263737,0.12372053627352109
0,1,-1,1,,7,2,0.8655659437036646,0.13443405629643593
0,-1,-1,0,,7,-1,0.8362077405401878,0.16379225945973108
0,-1,-1,0,,7,-1,0.813492310543613,0.1865076894563645
0,-1,1,0,0.0,7,-1,0.7968500856488994,0.20314991435116883
0,-1,1,1,2.0,7,0,0.8066106298267002,0.19338937017338562
1,-1,2,1,-10.0,7,0,0.8512179668289371,0.1487820331710183
0,1,1,2,2.0,7,3,0.8809190695476179,0.11908093045232404
1,-1,1,1,2.0,7,0,0.8843049277130516,0.1156950722869106
0,1,1,1,-3.0,7,2,0.8746508212160892,0.12534917878379742
0,-1,1,1,-3.0,7,0,0.8325572473837839,0.16744275261617209
0,-1,-1,1,,7,0,0.8235200203579991,0.17647997964210332
0,-1,-1,0,,7,-1,0.8196919168267207,0.1803080831732201
1,-1,2,0,-10.0,7,-1,0.8209769506911376,0.17902304930895357
0,1,1,2,-1.0,7,3,0.8139531321456495,0.1860468678544503
1,-1,1,1,0.0,7,0,0.7720746461956672,0.2279253538042999
0,1,-1,1,,7,2,0.6856887950071817,0.31431120499289583
0,-1,1,0,0.0,7,-1,0.5139425764523282,0.48605742354775516
0,-1,-1,1,,7,0,0.44722322691869976,0.5527767730813947
0,-1,-1,0,,7,-1,0.3903185282360627,0.6096814717638324
0,-1,1,0,-3.0,7,-1,0.3418016485497149,0.6581983514503811
0,-1,1,1,-2.0,7,0,0.3310911912440878,0.6689088087558662
1,-1,1,1,3.0,7,0,0.34892134549603077,0.6510786545040442
0,1,-1,1,,7,2,0.34391325192441996,0.6560867480755878
0,-1,1,0,0.0,7,-1,0.3136985173895532,0.6863014826105205
1,-1,2,1,10.0,7,0,0.31401560424643365,0.685984395753509
1,1,1,2,-1.0,7,3,0.3015704331579828,0.6984295668419728
1,1,-1,1,,7,2,0.2928923754867195,0.707107624513202
0,1,-1,0,,7,1,0.3117969278185274,0.6882030721815731
0,-1,1,0,-2.0,7,-1,0.30813462744688014,0.6918653725530219
0,-1,-1,1,,7,0,0.3336480943455116,0.6663519056544958
0,-1,-1,0,,7,-1,0.3644771997849996,0.6355228002149522
0,-1,-1,0,,7,-1,0.4013949546186943,0.5986050453812298
1,-1,1,0,1.0,7,-1,0.4453270368633008,0.5546729631367178
0,1,1,1,1.0,7,2,0.45952948905512236,0.5404705109449466
1,-1,2,1,10.0,7,0,0.4376220280496307,0.5623779719504827
0,1,-1,2,,7,3,0.39854771727207305,0.6014522827279297
0,-1,1,0,3.0,7,-1,0.31286652751821903,0.687133472481794
0,-1,1,1,-2.0,7,0,0.28285145502709735,0.7171485449729267
0,-1,-1,1,,7,0,0.28253591633641234,0.7174640836635628
0,-1,-1,0,,7,-1,0.2855710583894983,0.714428941610395
0,-1,-1,0,,7,-1,0.2920329845218372,0.7079670154781664
0,-1,1,0,0.0,7,-1,0.30208372145977963,0.6979162785401547
1,-1,2,1,10.0,7,0,0.34822426838203824,0.651775731617944
0,1,-1,2,,7,3,0.3755031225396295,0.6244968774603515
0,-1,-1,0,,7,-1,0.37808688210297725,0.621913117897116
0,-1,1,0,0.0,7,-1,0.3848225527065231,0.615177447293512
1,-1,1,1,-3.0,7,0,0.42769112153131683,0.5723088784686241
1,1,1,1,0.0,7,2,0.4411928214112626,0.5588071785887738
1,1,-1,1,,7,2,0.45971450016143517,0.5402854998386056
1,1,1,0,3.0,7,1,0.5248615656976283,0.47513843430238717
0,1,-1,1,,7,2,0.6013283114219995,0.3986716885780996
1,-1,1,0,-1.0,7,-1,0.6359151636664278,0.3640848363335352
1,1,-1,1,,7,2,0.6449786985242075,0.35502130147569133
0,1,-1,0,,7,1,0.6927614532417352,0.3072385467581894
0,-1,-1,0,,7,-1,0.7113181981745879,0.28868180182550796
0,-1,-1,0,,7,-1,0.7361555821221727,0.26384441787780566
0,-1,1,0,2.0,7,-1,0.7678963791512677,0.23210362084866687
1,-1,2,1,10.0,7,0,0.858576518382356,0.14142348161757112
0,1,1,2,1.0,7,3,0.9210707139376936,0.07892928606232931
1,-1,1,1,3.0,7,0,0.941641419147982,0.058358580852125405
0,1,-1,1,,7,2,0.9499631237724796,0.050036876227478704
0,-1,-1,0,,7,-1,0.9499712710821463,0.050028728917811606
0,-1,-1,0,,7,-1,0.9540940771193726,0.045905922880605035
1,-1,1,0,-2.0,7,-1,0.9624349173718814,0.03756508262806226
1,1,2,1,-10.0,7,2,0.9636189724277762,0.0363810275722331
0,1,-1,2,,7,3,0.9672035535996024,0.03279644640050849
1,-1,1,0,-1.0,7,-1,0.9647253941654169,0.03527460583451679
1,1,1,1,1.0,7,2,0.9550125400240096,0.04498745997601334
1,1,1,1,0.0,7,2,0.9495893636438351,0.05041063635613019
1,1,1,1,0.0,7,2,0.9483198839727023,0.05168011602726482
1,1,1,1,1.0,7,2,0.9511722700005719,0.04882772999943979
1,1,1,1,-1.0,7,2,0.9582180426270663,0.041781957372934796
1,1,2,1,10.0,7,2,0.9696338679810247,0.03036613201901422
0,1,1,2,3.0,7,3,0.9835920012813731,0.016407998718581347
1,-1,1,1,-1.0,7,0,0.9873302896294419,0.012669710370510394
1,1,1,1,0.0,7,2,0.9879399915045437,0.012060008495499722
0,1,-1,1,,7,2,0.9918176448087496,0.008182355191324955
1,-1,1,0,1.0,7,-1,0.9934067423982192,0.006593257601761834
0,1,-1,1,,7,2,0.9934587893670508,0.006541210632934144
1,-1,1,0,-2.0,7,-1,0.9919983994094688,0.008001600590598247
1,1,2,1,-10.0,7,2,0.9883349349586781,0.0116650650412804
1,1,1,2,-1.0,7,3,0.9870466429854774,0.012953357014454488
0,1,-1,1,,7,2,0.9890127799402578,0.010987220059724535
1,-1,1,0,0.0,7,-1,0.9883759278822292,0.011624072117686983
1,1,1,1,-2.0,7,2,0.9848349111200424,0.015165088879969287
0,1,-1,1,,7,2,0.9846548433011714,0.015345156698731401
0,-1,-1,0,,7,-1,0.9808740255118582,0.019125974488202073
1,-1,2,0,-10.0,7,-1,0.9805800663583895,0.01941993364171037
1,1,1,2,2.0,7,3,0.9789237564837796,0.021076243516305496
0,1,-1,1,,7,2,0.9807776153565171,0.019222384643407364
0,-1,-1,0,,7,-1,0.9784992906411714,0.021500709358876328
0,-1,-1,0,,7,-1,0.9797446277069969,0.020255372292975637
1,-1,-1,0,,7,-1,0.9845448522111735,0.015455147788843005
1,1,2,0,10.0,7,1,0.9825566733779592,0.017443326622003933
0,1,-1,2,,7,3,0.9829493513967315,0.017050648603314254
0,-1,-1,0,,7,-1,0.9794971163701305,0.020502883629830822
0,-1,-1,0,,7,-1,0.9795605624010423,0.020439437599043566
1,-1,1,0,2.0,7,-1,0.983141280338623,0.016858719661327532
1,1,1,1,2.0,7,2,0.9828948868447459,0.01710511315536419
0,1,-1,1,,7,2,0.9860597728590919,0.013940227140824551
1,-1,1,0,1.0,7,-1,0.9859438878557067,0.014056112144226607
0,1,-1,1,,7,2,0.9824924282963885,0.017507571703710062
1,-1,1,0,3.0,7,-1,0.974073153683094,0.025926846316825018
1,1,1,1,0.0,7,2,0.9567044786184417,0.04329552138155616
1,1,2,1,-10.0,7,2,0.9442612178471321,0.05573878215296404
1,1,1,2,-1.0,7,3,0.9342968686312537,0.06570313136869398
1,1,-1,1,,7,2,0.9288843900034744,0.07111560999652601
1,1,1,0,1.0,7,1,0.9415897467909936,0.058410253209073455
0,1,-1,1,,7,2,0.9593960795048033,0.04060392049521199
0,-1,-1,0,,7,-1,0.9670375355969975,0.03296246440303438
1,-1,1,0,-1.0,7,-1,0.978971026490013,0.02102897350997096
0,1,-1,1,,7,2,0.9844040615405915,0.015595938459305778
1,-1,1,0,1.0,7,-1,0.9859059942880617,0.014094005711904863
0,1,1,1,-2.0,7,2,0.9841871084288651,0.015812891571055688
1,-1,2,1,-10.0,7,0,0.9740696316349938,0.025930368364925346
1,1,1,2,-1.0,7,3,0.960046171381753,0.03995382861829038
1,1,-1,1,,7,2,0.9505914143967809,0.04940858560311387
0,1,-1,0,,7,1,0.9566393241268122,0.0433606758730833
1,-1,-1,0,,7,-1,0.9552938448484468,0.044706155151648906
1,1,-1,0,,7,1,0.9389562779436965,0.06104372205636289
1,1,2,0,10.0,7,1,0.9406300957051956,0.059369904294741586
0,1,-1,2,,7,3,0.944689217643823,0.055310782356110894
0,-1,1,0,2.0,7,-1,0.940286450354449,0.05971354964545288
0,-1,-1,1,,7,0,0.9529200251914164,0.04707997480857895
1,-1,1,0,-1.0,7,-1,0.9705392780296553,0.029460721970271633
0,1,-1,1,,7,2,0.9788492583619417,0.02115074163816445
1,-1,2,0,10.0,7,-1,0.9817798648866541,0.018220135113375335
0,1,-1,2,,7,3,0.9833764024862383,0.016623597513848405
1,-1,1,0,0.0,7,-1,0.9812832956116305,0.01871670438843786
1,1,-1,1,,7,2,0.9745106865671712,0.025489313432872758
0,1,-1,0,,7,1,0.9796353135040657,0.020364686495859912
1,-1,2,0,10.0,7,-1,0.9801877798562262,0.019812220143755666
0,1,1,2,1.0,7,3,0.9793602475515284,0.02063975244846324
0,-1,-1,1,,7,0,0.9692282716585681,0.030771728341427104
0,-1,-1,0,,7,-1,0.9632055783280632,0.03679442167189047
1,-1,-1,0,,7,-1,0.9611411541834036,0.03885884581652083
1,1,1,0,-3.0,7,1,0.9447485284780004,0.05525147152198409
0,1,-1,1,,7,2,0.9332978698334639,0.06670213016656047
1,-1,2,0,-10.0,7,-1,0.9070911901584983,0.09290880984160713
1,1,-1,2,,7,3,0.8686244050079543,0.13137559499212303
0,1,1,0,2.0,7,1,0.8604706221614674,0.13952937783842354
0,-1,1,1,-3.0,7,0,0.820084841321323,0.17991515867868768
1,-1,1,1,-2.0,7,0,0.8123541049076768,0.18764589509241225
1,1,-1,1,,7,2,0.7848447645618014,0.21515523543818682
0,1,1,0,0.0,7,1,0.7863070900620002,0.21369290993789708
0,-1,1,1,0.0,7,0,0.7567864405695749,0.24321355943043055
0,-1,1,1,3.0,7,0,0.7575912757811334,0.24240872421883827
0,-1,1,1,-3.0,7,0,0.7894178732320307,0.21058212676796076
1,-1,-1,1,,7,0,0.8797999994749035,0.12020000052514189
0,1,-1,0,,7,1,0.9101681264672955,0.08983187353274691
1,-1,1,0,-1.0,7,-1,0.923186144013235,0.07681385598677998
0,1,-1,1,,7,2,0.9250104433640666,0.07498955663585953
0,-1,-1,0,,7,-1,0.9165037596119523,0.08349624038806205
0,-1,-1,0,,7,-1,0.9126474722370895,0.08735252776289637
1,-1,1,0,-2.0,7,-1,0.9133448884569161,0.08665511154306488
1,1,-1,1,,7,2,0.902629328951437,0.09737067104861291
1,1,1,0,1.0,7,1,0.9120718835331223,0.08792811646691907
0,1,-1,1,,7,2,0.9265594348931528,0.07344056510674042
0,-1,-1,0,,7,-1,0.9297311244631766,0.0702688755369262
1,-1,1,0,1.0,7,-1,0.9373864541316027,0.06261354586844707
1,1,-1,1,,7,2,0.9357527348692943,0.06424726513079364
1,1,2,0,10.0,7,1,0.9525231839462102,0.04747681605386349
0,1,-1,2,,7,3,0.9719149752667189,0.028085024733350485
1,-1,1,0,1.0,7,-1,0.9813973426395846,0.01860265736035329
1,1,1,1,3.0,7,2,0.9854546219735061,0.014545378026485766
0,1,1,1,3.0,7,2,0.9930948659088417,0.006905134091193968
1,-1,1,1,1.0,7,0,0.9953647164122384,0.004635283587751935
0,1,1,1,0.0,7,2,0.9965436946643321,0.003456305335603865
1,-1,2,1,10.0,7,0,0.9957218644980664,0.004278135502043693
0,1,-1,2,,7,3,0.9954477915198886,0.004552208480025372
1,-1,1,0,2.0,7,-1,0.9942699589874057,0.0057300410125114476
1,1,1,1,-3.0,7,2,0.9916313544464619,0.00836864555343519
0,1,-1,1,,7,2,0.9920699788114691,0.00793002118855958
1,-1,1,0,-2.0,7,-1,0.9906359959237165,0.009364004076282783
1,1,2,1,-10.0,7,2,0.986651256466527,0.013348743533376973
1,1,1,2,1.0,7,3,0.9850492347290742,0.014950765270934824
0,1,-1,1,,7,2,0.9867710702743099,0.013228929725590626
1,-1,-1,0,,7,-1,0.9854404524812186,0.014559547518755002
1,1,-1,0,,7,1,0.9763721996898056,0.023627800310172357
1,1,1,0,-1.0,7,1,0.9791911547174198,0.020808845282489302
0,1,-1,1,,7,2,0.9856659665183121,0.014334033481691386
1,-1,2,0,10.0,7,-1,0.9881489494501495,0.011851050549954098
0,1,-1,2,,7,3,0.9899599858948672,0.010040014105068478
0,-1,-1,0,,7,-1,0.9893819103930496,0.010618089606881964
1,-1,1,0,-3.0,7,-1,0.9919767534806386,0.008023246519397398
0,1,-1,1,,7,2,0.9925600225557238,0.007439977444357313
1,-1,1,0,-1.0,7,-1,0.991407553214394,0.00859244678558358
1,1,2,1,-10.0,7,2,0.9879743275889044,0.012025672411184277
0,1,-1,2,,7,3,0.9869155080609773,0.01308449193898218
1,-1,1,0,3.0,7,-1,0.9825453445780677,0.017454655421901794
0,1,-1,1,,7,2,0.9727971295067049,0.027202870493290614
0,-1,1,0,0.0,7,-1,0.9530608040748403,0.04693919592514411
0,-1,-1,1,,7,0,0.9512654495771272,0.04873455042296814
0,-1,-1,0,,7,-1,0.9535441954737878,0.04645580452630332
1,-1,2,0,10.0,7,-1,0.9599541791770732,0.040045820822846065
1,1,1,2,0.0,7,3,0.9631506125384209,0.03684938746162345
1,1,1,1,0.0,7,2,0.9703634653660653,0.029636534633993086
0,1,-1,1,,7,2,0.9817735931679074,0.01822640683211643
1,-1,1,0,1.0,7,-1,0.9871528053191492,0.012847194680889436
0,1,-1,1,,7,2,0.9890450018036451,0.010954998196281642
1,-1,-1,0,,7,-1,0.9883450271586949,0.011654972841277573
1,1,1,0,3.0,7,1,0.9812936834647863,0.018706316535151656
1,1,2,1,-10.0,7,2,0.9778852128845554,0.022114787115451014
1,1,1,2,0.0,7,3,0.9768706963889102,0.023129303611194356
0,1,-1,1,,7,2,0.9794253200657073,0.020574679934189287
1,-1,-1,0,,7,-1,0.9776262252379614,0.022373774762130226
0,1,1,0,2.0,7,1,0.9654570249362157,0.03454297506378129
0,-1,-1,1,,7,0,0.928810487987915,0.07118951201209396
0,-1,1,0,-1.0,7,-1,0.8994054911602538,0.10059450883982723
0,-1,1,1,0.0,7,0,0.8951696178621587,0.10483038213777558
1,-1,2,1,-10.0,7,0,0.9124383372966159,0.08756166270331475
1,1,1,2,-2.0,7,3,0.922757855422049,0.07724214457784197
1,1,1,1,-2.0,7,2,0.9381107381873941,0.06188926181267538
0,1,-1,1,,7,2,0.9588819447027814,0.041118055297226126
1,-1,-1,0,,7,-1,0.9683531503637579,0.0316468496362326
0,1,1,0,3.0,7,1,0.9668070292928099,0.03319297070710418
0,-1,1,1,0.0,7,0,0.9524512297474749,0.04754877025255615
1,-1,1,1,1.0,7,0,0.9542993175781552,0.04570068242181823
0,1,-1,1,,7,2,0.9485479008960991,0.05145209910393586
1,-1,1,0,-1.0,7,-1,0.9324770593123239,0.06752294068762793
1,1,1,1,-1.0,7,2,0.8984866810451538,0.10151331895484805
1,1,1,1,3.0,7,2,0.8715078721170858,0.1284921278828569
1,1,2,1,-10.0,7,2,0.850864164242224,0.14913583575771194
1,1,1,2,3.0,7,3,0.8325928229709838,0.1674071770290716
0,1,-1,1,,7,2,0.8200078535192252,0.17999214648073222
0,-1,-1,0,,7,-1,0.7856327280673134,0.21436727193263835
0,-1,-1,0,,7,-1,0.7584367545077302,0.24156324549223554
0,-1,-1,0,,7,-1,0.7377380193554297,0.2622619806444728
0,-1,1,0,-2.0,7,-1,0.7230175212740052,0.27698247872591325
0,-1,-1,1,,7,0,0.7370016022386835,0.26299839776130834
1,-1,2,0,10.0,7,-1,0.7569084729512188,0.24309152704871057
0,1,1,2,-3.0,7,3,0.7658735749859901,0.23412642501395126
1,-1,1,1,-1.0,7,0,0.7451458850940251,0.2548541149058773
1,1,-1,1,,7,2,0.695184730494705,0.30481526950537796
1,1,-1,0,,7,1,0.6843776231661346,0.31562237683380795
1,1,-1,0,,7,1,0.703375138598146,0.2966248614017907
0,1,1,0,0.0,7,1,0.7686123718645964,0.23138762813537528
1,-1,1,1,0.0,7,0,0.7857232921992089,0.21427670780080485
0,1,2,1,10.0,7,2,0.7846569209091706,0.21534307909086228
1,-1,1,2,3.0,7,1,0.7545930503334419,0.24540694966647109
1,1,-1,1,,7,2,0.6889892284316687,0.3110107715683183
1,1,1,0,1.0,7,1,0.6699369985931246,0.33006300140687944
1,1,1,1,0.0,7,2,0.6567063241706557,0.34329367582935594
1,1,2,1,-10.0,7,2,0.6489654584338872,0.35103454156616337
0,1,-1,2,,7,3,0.642747531587895,0.35725246841215974
0,-1,-1,0,,7,-1,0.6122598016983204,0.3877401983015872
0,-1,-1,0,,7,-1,0.5883518998308798,0.4116481001692213
0,-1,1,0,3.0,7,-1,0.5704243578086499,0.42957564219136374
0,-1,-1,1,,7,0,0.5835286193584537,0.4164713806415693
0,-1,-1,0,,7,-1,0.6022500797356382,0.39774992026438505
0,-1,1,0,3.0,7,-1,0.6270581619693482,0.3729418380307023
1,-1,-1,1,,7,0,0.7050133556046821,0.2949866443952384
0,1,-1,0,,7,1,0.7265591656531996,0.27344083434671485
0,-1,-1,0,,7,-1,0.727492114853838,0.272507885146057
1,-1,1,0,-1.0,7,-1,0.7337365592653178,0.26626344073473573
0,1,-1,1,,7,2,0.7207117475042819,0.27928825249563777
1,-1,2,0,10.0,7,-1,0.6822580752465455,0.31774192475356244
1,1,1,2,3.0,7,3,0.6229886962065384,0.37701130379336534
1,1,1,1,2.0,7,2,0.5733415457340952,0.4266584542659356
1,1,1,1,-2.0,7,2,0.5320717681768476,0.467928231823145
1,1,1,1,0.0,7,2,0.4981445626376027,0.5018554373624168
0,1,-1,1,,7,2,0.4707092363136062,0.5292907636864509
1,-1,2,0,10.0,7,-1,0.40546759836280005,0.5945324016372563
1,1,1,2,3.0,7,3,0.30695650866453084,0.6930434913355326
1,1,1,1,-3.0,7,2,0.22147642537042142,0.77852357462955
1,1,-1,1,,7,2,0.14688401570476253,0.8531159842951431
1,1,-1,0,,7,1,0.11905337979397315,0.8809466202060365
1,1,1,0,1.0,7,1,0.11390772987077374,0.8860922701292787
1,1,1,1,-3.0,7,2,0.11015290931813526,0.8898470906819781
1,1,1,1,2.0,7,2,0.10769476953848055,0.8923052304614497
1,1,-1,1,,7,2,0.10647167498642295,0.8935283250134795
1,1,1,0,1.0,7,1,0.12375306232662406,0.8762469376732701
1,1,2,1,-10.0,7,2,0.14347857779748513,0.8565214222024475
1,1,-1,2,,7,3,0.16241546040520072,0.8375845395948203
1,1,1,0,3.0,7,1,0.21895537580391114,0.7810446241961531
0,1,-1,1,,7,2,0.28379201434947715,0.7162079856505932
1,-1,-1,0,,7,-1,0.31135632405704156,0.6886436759428526
1,1,1,0,2.0,7,1,0.30357507954280966,0.6964249204571547
1,1,-1,1,,7,2,0.29940777294426635,0.7005922270557613
1,1,2,0,10.0,7,1,0.32397549449089474,0.6760245055089932
0,1,-1,2,,7,3,0.34880816854059554,0.6511918314593054
0,-1,-1,0,,7,-1,0.34966254796162305,0.6503374520383968
0,-1,1,0,3.0,7,-1,0.35443518984926686,0.6455648101507068
0,-1,-1,1,,7,0,0.3934332909941082,0.6065667090058822
0,-1,1,0,0.0,7,-1,0.43964530114489353,0.5603546988550151
0,-1,-1,1,,7,0,0.5634046836701165,0.4365953163299796
1,-1,2,0,-10.0,7,-1,0.7071756933400588,0.2928243066598363
1,1,1,2,-2.0,7,3,0.8054600074264971,0.19453999257341337
0,1,1,1,3.0,7,2,0.9208628418553748,0.07913715814470022
1,-1,1,1,-3.0,7,0,0.9617194507820158,0.038280549217914114
0,1,1,1,3.0,7,2,0.9827659806683952,0.01723401933161645
1,-1,1,1,-2.0,7,0,0.9897470753732591,0.010252924626691555
0,1,-1,1,,7,2,0.9932017214772895,0.006798278522714915
1,-1,-1,0,,7,-1,0.9947636664365853,0.0052363335634289885
1,1,1,0,0.0,7,1,0.9933526370076711,0.00664736299228555
0,1,-1,1,,7,2,0.9949182216090182,0.005081778391033488
1,-1,2,0,-10.0,7,-1,0.9953750117101215,0.0046249882899515
0,1,-1,2,,7,3,0.996306044967104,0.0036939550328716443
1,-1,-1,0,,7,-1,0.9966462804507917,0.0033537195492836743
0,1,-1,0,,7,1,0.9950069813206059,0.00499301867928778
1,-1,1,0,0.0,7,-1,0.9920221478797553,0.007977852120187543
1,1,-1,1,,7,2,0.9862802132425211,0.013719786757463359
0,1,1,0,-2.0,7,1,0.9899593556947361,0.010040644305310304
1,-1,-1,1,,7,0,0.9885875138129371,0.011412486187035165
0,1,-1,0,,7,1,0.9805743702324132,0.019425629767681776
0,-1,1,0,-3.0,7,-1,0.9647353040576792,0.03526469594227007
1,-1,2,1,-10.0,7,0,0.9642848445494482,0.03571515545059858
0,1,1,2,-3.0,7,3,0.9611701717466616,0.03882982825330537
0,-1,1,1,3.0,7,0,0.9429735477480258,0.05702645225205147
1,-1,1,1,3.0,7,0,0.9430134210414405,0.05698657895857521
0,1,-1,1,,7,2,0.9340502468937119,0.06594975310618618
1,-1,2,0,-10.0,7,-1,0.9118452226830767,0.08815477731685208
0,1,-1,2,,7,3,0.8789903388887557,0.12100966111122963
0,-1,-1,0,,7,-1,0.8123428253156603,0.18765717468431242
0,-1,1,0,0.0,7,-1,0.7566115747124883,0.24338842528754703
0,-1,-1,1,,7,0,0.7418400764922687,0.25815992350767697
0,-1,-1,0,,7,-1,0.732676452028604,0.2673235479714916
0,-1,1,0,-1.0,7,-1,0.7288909320475405,0.27110906795246476
0,-1,-1,1,,7,0,0.7552403478076349,0.2447596521922957
0,-1,-1,0,,7,-1,0.7886667796953719,0.21133322030455134
1,-1,2,0,-10.0,7,-1,0.8300083640844143,0.1699916359155041
0,1,1,2,2.0,7,3,0.8569776100671732,0.14302238993275934
1,-1,-1,1,,7,0,0.8573013746618766,0.14269862533812694
0,1,1,0,-3.0,7,1,0.8313549842552895,0.16864501574467644
0,-1,-1,1,,7,0,0.749059902995054,0.2509400970049038
1,-1,2,0,10.0,7,-1,0.6795096164305012,0.32049038356954285
1,1,1,2,-2.0,7,3,0.5766292826193433,0.4233707173806214
1,1,1,1,-3.0,7,2,0.4885546781407066,0.5114453218591974
0,1,-1,1,,7,2,0.41307741503790674,0.586922584961987
0,-1,-1,0,,7,-1,0.2598590938327168,0.7401409061672346
0,-1,1,0,-2.0,7,-1,0.1265079504821142,0.8734920495178469
0,-1,1,1,1.0,7,0,0.07281286646701002,0.9271871335328843
0,-1,1,1,1.0,7,0,0.05232125097632753,0.9476787490236833
